loan_id,customer_id,origination_date,product_type,province,original_amount,interest_rate,credit_score,annual_income,loan_to_value,default_flag
L00002808,C00002808,2023-03-07 09:00:00,HELOC,BC,134060.72358950094,0.03835927578439005,700,22652.15712553459,0.8186290168972212,0
L00002809,C00002809,2023-03-07 10:00:00,Auto,QC,164239.45474010147,0.029316008606672068,817,19992.618792947113,0.5739547670474698,0
L00002810,C00002810,2023-03-07 11:00:00,Mortgage,ON,165240.1594139539,0.05740699371833942,729,45669.04870400863,0.4754076862324342,0
L00002811,C00002811,2023-03-07 12:00:00,Auto,QC,44520.59159342358,0.055173979349154315,781,48068.305725600134,0.5782797233239163,0
L00002812,C00002812,2023-03-07 13:00:00,Auto,ON,443176.56052530254,0.040280731262828294,671,75029.9683182283,0.7266077391207711,0
L00002813,C00002813,2023-03-07 14:00:00,Mortgage,ON,661388.4274383757,0.037753620052753234,707,118797.50803935909,0.7405285893717617,1
L00002814,C00002814,2023-03-07 15:00:00,HELOC,ON,1456981.0984012024,0.040834667699737044,601,78276.3270107525,0.7559164809041738,1
L00002815,C00002815,2023-03-07 16:00:00,Auto,ON,19588.360603970326,0.049393000309929214,692,21319.723097068472,0.4907901669263905,0
L00002816,C00002816,2023-03-07 17:00:00,HELOC,AB,10205.92604162468,0.07848918410666968,640,25780.53164774421,0.702078273891157,0
L00002817,C00002817,2023-03-07 18:00:00,Mortgage,SK,21705.098330180455,0.06581387732157237,687,30364.201468386484,0.983153710347226,0
L00002818,C00002818,2023-03-07 19:00:00,Mortgage,BC,75321.54765881966,0.0711043843499293,681,78167.19075044269,0.7408141603236544,0
L00002819,C00002819,2023-03-07 20:00:00,Mortgage,QC,676075.7867338948,0.050338974134211865,674,70546.23997937154,0.5083709064906498,0
L00002820,C00002820,2023-03-07 21:00:00,Credit Card,ON,48459.14846327067,0.05156741670672661,868,104497.89331621256,0.6997790521308139,0
L00002821,C00002821,2023-03-07 22:00:00,Mortgage,QC,778932.515345899,0.032259479686221657,841,68519.12100595667,0.6706674374993147,0
L00002822,C00002822,2023-03-07 23:00:00,Auto,ON,62973.85616917007,0.0632627501780647,813,33641.55405735458,0.46749957333745307,0
L00002823,C00002823,2023-03-08 00:00:00,Mortgage,QC,95053.13862491903,0.04529504034743817,843,43561.08973463275,0.6137918271982937,0
L00002824,C00002824,2023-03-08 01:00:00,Mortgage,SK,680159.3959759068,0.06454681152906268,813,20397.078362336953,0.20513976334556497,0
L00002825,C00002825,2023-03-08 02:00:00,Auto,ON,24353.168204211226,0.04454332287875752,698,71459.52841214463,0.9243944978283444,0
L00002826,C00002826,2023-03-08 03:00:00,Auto,AB,47923.728151948635,0.02651103123283449,690,33670.053208492965,0.29736284597172175,1
L00002827,C00002827,2023-03-08 04:00:00,Mortgage,ON,594435.6527568682,0.03038322126715301,718,102188.96444320987,0.8518109531646372,0
L00002828,C00002828,2023-03-08 05:00:00,HELOC,ON,55992.35249708486,0.068694204684481,683,70275.4773317467,0.6009888740213815,0
L00002829,C00002829,2023-03-08 06:00:00,Mortgage,ON,317894.04547894525,0.03551698937353595,616,156811.4983854172,0.984984599574041,1
L00002830,C00002830,2023-03-08 07:00:00,HELOC,ON,29582.321707075524,0.03586126535402416,723,63062.245792615104,0.7538208944451674,0
L00002831,C00002831,2023-03-08 08:00:00,Auto,ON,96834.59723852013,0.07576208540013987,574,62357.79417750396,0.804776620967384,1
L00002832,C00002832,2023-03-08 09:00:00,Mortgage,ON,225623.26828159843,0.05945813737201097,711,43935.98749403036,0.641062507510406,1
L00002833,C00002833,2023-03-08 10:00:00,Mortgage,BC,549152.5087791795,0.02685845323306138,620,38919.649030635235,0.6295930509639495,0
L00002834,C00002834,2023-03-08 11:00:00,Mortgage,ON,229453.14562972318,0.028615116207916055,693,41974.13588394608,0.9332297493832404,0
L00002835,C00002835,2023-03-08 12:00:00,Credit Card,QC,11740.92018356023,0.03634204596321676,715,89276.07509018973,0.9232542460239179,0
L00002836,C00002836,2023-03-08 13:00:00,Credit Card,MB,411782.5693488093,0.05563974126959796,671,21825.48756684281,0.8134723489318963,0
L00002837,C00002837,2023-03-08 14:00:00,Mortgage,BC,317228.891170934,0.06516952819434037,568,50919.24989947083,0.5661792740302357,1
L00002838,C00002838,2023-03-08 15:00:00,Auto,ON,24235.245705330664,0.03646978660719182,604,18037.3732540182,0.7099307952883751,1
L00002839,C00002839,2023-03-08 16:00:00,Mortgage,ON,588639.6027777188,0.07223852224489787,736,61315.32491765786,0.6237985498894435,0
L00002840,C00002840,2023-03-08 17:00:00,Mortgage,MB,169239.814886962,0.026550810733048914,655,37230.44913424957,0.7012700265826213,1
L00002841,C00002841,2023-03-08 18:00:00,Auto,QC,529715.6640906245,0.03245595008259077,744,66315.118330746,0.75793474251426,0
L00002842,C00002842,2023-03-08 19:00:00,Credit Card,BC,33395.72852137808,0.07822789526857266,700,31398.051323238942,0.6356124168395267,0
L00002843,C00002843,2023-03-08 20:00:00,Credit Card,ON,53027.07244106902,0.02808469181921946,684,42016.301209457466,0.6677434553154543,0
L00002844,C00002844,2023-03-08 21:00:00,HELOC,BC,272544.2527423484,0.07328667846342865,727,71640.34478661213,0.9118224399031355,0
L00002845,C00002845,2023-03-08 22:00:00,Mortgage,ON,205792.7769125108,0.06223610452424572,646,52866.69137225218,0.8223595319701679,0
L00002846,C00002846,2023-03-08 23:00:00,Auto,SK,5662.304990379206,0.024385225438502404,732,123707.60075612697,0.6657151165928177,0
L00002847,C00002847,2023-03-09 00:00:00,Mortgage,MB,844917.8193622322,0.04902240973399663,666,36719.83390241993,0.655480928579848,0
L00002848,C00002848,2023-03-09 01:00:00,HELOC,ON,578591.7228819916,0.05113876118868838,900,34863.90689140117,0.8448765895583706,0
L00002849,C00002849,2023-03-09 02:00:00,Mortgage,QC,115505.68835543582,0.07592837788495026,609,102957.86296302012,0.9338981513027338,0
L00002850,C00002850,2023-03-09 03:00:00,Auto,ON,980.2090407286718,0.045266275584630124,671,39327.845357099526,0.8559632581401496,1
L00002851,C00002851,2023-03-09 04:00:00,Mortgage,BC,501038.8287647574,0.046805816927856556,674,38256.5106495103,0.8699669851468577,0
L00002852,C00002852,2023-03-09 05:00:00,Mortgage,MB,304234.22885723703,0.026749025287182697,591,61688.99949501815,0.7487026571480723,0
L00002853,C00002853,2023-03-09 06:00:00,Credit Card,QC,3852.0408552996737,0.05835035380625975,758,44430.77699739446,0.9433257576354181,0
L00002854,C00002854,2023-03-09 07:00:00,Mortgage,ON,421328.8650965662,0.0326538185533458,665,40662.956786667564,0.5460499224880253,0
L00002855,C00002855,2023-03-09 08:00:00,HELOC,ON,258502.5183199367,0.02465199549342241,509,32344.606425307233,0.8277394445659985,1
L00002856,C00002856,2023-03-09 09:00:00,Mortgage,AB,309320.1779857634,0.07981514000424764,755,111012.15395704287,0.48296898252978504,0
L00002857,C00002857,2023-03-09 10:00:00,Mortgage,QC,156899.64851588476,0.03617777767776831,649,44784.347103306,0.7735010420556476,1
L00002858,C00002858,2023-03-09 11:00:00,Mortgage,BC,60762.14212021573,0.028463189907728236,691,34986.269600393876,0.7647467417767344,0
L00002859,C00002859,2023-03-09 12:00:00,Mortgage,ON,88612.69467650395,0.06196942247583058,754,41022.248652185124,0.6433768492528985,0
L00002860,C00002860,2023-03-09 13:00:00,Auto,ON,69568.90238530184,0.06930092935531411,670,60654.72996738363,0.5101058772682802,0
L00002861,C00002861,2023-03-09 14:00:00,Mortgage,SK,191709.30078511752,0.023844649587580802,670,117803.16434402695,0.7504640032068125,1
L00002862,C00002862,2023-03-09 15:00:00,Credit Card,QC,9897.194675536894,0.02632359844818722,897,44290.63404826203,0.9462595340018973,0
L00002863,C00002863,2023-03-09 16:00:00,HELOC,BC,27811.45602871568,0.02541042941492275,527,29211.6658528643,0.6910649377617862,1
L00002864,C00002864,2023-03-09 17:00:00,HELOC,QC,116323.4534985803,0.022817558199350673,597,155021.88082640895,0.3981053861465544,1
L00002865,C00002865,2023-03-09 18:00:00,HELOC,AB,63759.72882252797,0.05956738871805703,612,53174.30546337411,0.7232710087857247,1
L00002866,C00002866,2023-03-09 19:00:00,HELOC,ON,52949.09590673255,0.05529879138436185,843,46002.1571109185,0.7011244077852243,0
L00002867,C00002867,2023-03-09 20:00:00,Auto,ON,1094793.5468522506,0.059768399393595975,648,51179.828497693874,0.5610133911824448,0
L00002868,C00002868,2023-03-09 21:00:00,Mortgage,QC,531190.3554591964,0.05034002979645086,719,23218.949414843144,0.42798017839892105,0
L00002869,C00002869,2023-03-09 22:00:00,Mortgage,QC,368658.73870440776,0.0690504611243349,662,47703.335463847405,0.3818441030533591,1
L00002870,C00002870,2023-03-09 23:00:00,Auto,QC,46678.893786132045,0.05280009814991453,748,77324.39555453745,0.9356441995271182,0
L00002871,C00002871,2023-03-10 00:00:00,Credit Card,MB,83301.16265719957,0.0751248160879775,698,101933.11599277805,0.6087044019443105,0
L00002872,C00002872,2023-03-10 01:00:00,Auto,ON,31361.929992896068,0.0491389119502396,720,39540.22162061267,0.8684190458944662,1
L00002873,C00002873,2023-03-10 02:00:00,HELOC,ON,192206.31824983188,0.06743951967269593,802,54872.74475695219,0.905415978839373,0
L00002874,C00002874,2023-03-10 03:00:00,Auto,SK,50736.46408803376,0.044441621221018045,735,103030.90258056292,0.7814023536945721,0
L00002875,C00002875,2023-03-10 04:00:00,HELOC,BC,83580.59236648378,0.046113433686586575,641,50137.13896368753,0.8144687129448352,1
L00002876,C00002876,2023-03-10 05:00:00,HELOC,QC,76184.77764139697,0.070939522714275,724,75484.66776633226,0.4950639230796214,0
L00002877,C00002877,2023-03-10 06:00:00,Mortgage,QC,643202.4365679323,0.0264595901214598,893,63233.32677778938,0.8673320381115781,0
L00002878,C00002878,2023-03-10 07:00:00,HELOC,QC,4912443.828703424,0.05389506529899249,745,32906.79573530022,0.6433235607140511,1
L00002879,C00002879,2023-03-10 08:00:00,Mortgage,ON,416207.95894214144,0.06358018806672713,712,28291.57255380658,0.48617485577945285,0
L00002880,C00002880,2023-03-10 09:00:00,Mortgage,AB,264740.35723041015,0.06502523692502321,590,92558.18392606878,0.8738006752902717,1
L00002881,C00002881,2023-03-10 10:00:00,Auto,AB,169591.03142919776,0.055489611630198526,757,9849.938320860409,0.8188563718415505,0
L00002882,C00002882,2023-03-10 11:00:00,Mortgage,QC,693693.4805856785,0.04688386904957083,769,32821.08038055461,0.8049878248681289,0
L00002883,C00002883,2023-03-10 12:00:00,Mortgage,BC,339881.6255043232,0.03564694663200546,725,21222.553054939624,0.7503774914886063,0
L00002884,C00002884,2023-03-10 13:00:00,Mortgage,ON,694217.1834873516,0.07456557412124733,709,92640.0036490959,0.9150640614423301,1
L00002885,C00002885,2023-03-10 14:00:00,Credit Card,ON,125158.58336216136,0.04218727685127952,900,111175.89697872166,0.48728464882915556,0
L00002886,C00002886,2023-03-10 15:00:00,HELOC,ON,127565.58031107695,0.06793952531200075,768,31742.140566126105,0.594450493991584,0
L00002887,C00002887,2023-03-10 16:00:00,HELOC,ON,37317.28526107341,0.021899936777758176,799,257542.97693878083,0.6060748023264821,0
L00002888,C00002888,2023-03-10 17:00:00,Auto,SK,174944.67021618842,0.033930152881196544,705,112008.48713773428,0.6138715701940928,0
L00002889,C00002889,2023-03-10 18:00:00,Auto,AB,3687.900037093665,0.040735087573047356,689,55176.54230057639,0.7400537390776645,0
L00002890,C00002890,2023-03-10 19:00:00,Mortgage,QC,318221.72402927023,0.06029444379861225,750,120570.95641728152,0.7854210068447591,0
L00002891,C00002891,2023-03-10 20:00:00,Auto,QC,46398.90879940476,0.039159848429713456,689,33355.001966671574,0.8103445333786429,0
L00002892,C00002892,2023-03-10 21:00:00,Auto,ON,10317.288421391244,0.02248182804915843,695,41524.776816797035,0.5177896568496617,1
L00002893,C00002893,2023-03-10 22:00:00,Auto,SK,4345.649218316588,0.030432050963240965,737,64726.51723895034,0.4855336705576056,0
L00002894,C00002894,2023-03-10 23:00:00,Mortgage,ON,133782.91558021755,0.03554992114215956,658,32362.93273905109,0.5722736772499527,0
L00002895,C00002895,2023-03-11 00:00:00,Auto,ON,169571.5313410075,0.030562848796149143,717,22683.97006183871,0.9475193082499127,0
L00002896,C00002896,2023-03-11 01:00:00,HELOC,BC,409692.67610635125,0.032223473608468,706,27922.967423414168,0.7595992351816301,1
L00002897,C00002897,2023-03-11 02:00:00,Mortgage,MB,389488.5286548075,0.06613741644040126,777,43564.14904205978,0.33514167849453863,1
L00002898,C00002898,2023-03-11 03:00:00,HELOC,MB,179840.1637884421,0.044722018637027613,651,64964.04271763423,0.661901997804673,1
L00002899,C00002899,2023-03-11 04:00:00,Mortgage,ON,260228.58734584626,0.04431075468007551,540,40025.24745802591,0.5268572260921295,1
L00002900,C00002900,2023-03-11 05:00:00,Mortgage,MB,119264.18192224581,0.07799638019956917,675,18326.338118344167,0.8057758269630074,1
L00002901,C00002901,2023-03-11 06:00:00,Auto,ON,35408.7220536066,0.046802110276652015,731,65003.23431619415,0.9209878360150315,0
L00002902,C00002902,2023-03-11 07:00:00,Mortgage,ON,979268.284157321,0.07565948795194369,777,105242.7098610357,0.353641850809411,0
L00002903,C00002903,2023-03-11 08:00:00,HELOC,AB,66521.38664562139,0.03794378589300082,644,32992.42029082422,0.34104580607974166,1
L00002904,C00002904,2023-03-11 09:00:00,HELOC,MB,13086.145950486358,0.04403757559425039,743,132942.81555416805,0.7929789478703465,0
L00002905,C00002905,2023-03-11 10:00:00,Mortgage,QC,270914.9109216727,0.043777001364047725,790,82563.5753040715,0.36927617591916934,0
L00002906,C00002906,2023-03-11 11:00:00,Credit Card,QC,38107.68641412347,0.052764729938878666,760,26043.022586082843,0.9613712750608633,0
L00002907,C00002907,2023-03-11 12:00:00,Mortgage,AB,234965.987295787,0.055054837451237126,636,33231.52784737054,0.5061014797298863,0
L00002908,C00002908,2023-03-11 13:00:00,Mortgage,AB,147102.75085783214,0.03488750174253613,645,40627.97013383711,0.6378298510316295,1
L00002909,C00002909,2023-03-11 14:00:00,Mortgage,MB,122293.31732089538,0.06761505502502711,734,43863.33096478274,0.49359467389739264,0
L00002910,C00002910,2023-03-11 15:00:00,Mortgage,QC,288512.10605841427,0.04979155728060755,830,11349.990993095253,0.6132010002514554,0
L00002911,C00002911,2023-03-11 16:00:00,Mortgage,SK,731589.2038633993,0.02042261321112845,701,31197.847376280897,0.7686518493735253,1
L00002912,C00002912,2023-03-11 17:00:00,Auto,SK,61219.68180353181,0.055480437999000806,686,35165.45201629471,0.8007096514827613,0
L00002913,C00002913,2023-03-11 18:00:00,Credit Card,ON,243589.95877130484,0.06788356649174819,590,152410.9763929105,0.8320560463144471,1
L00002914,C00002914,2023-03-11 19:00:00,Mortgage,AB,517126.0978429391,0.035028004268927465,670,56170.971204466776,0.6578466105438123,0
L00002915,C00002915,2023-03-11 20:00:00,Auto,BC,53189.16484918642,0.02227226056171556,642,30369.399099165184,0.7623844738605297,0
L00002916,C00002916,2023-03-11 21:00:00,Auto,BC,34145.952201454034,0.06843071933904336,702,37679.88095053329,0.5146295886103283,0
L00002917,C00002917,2023-03-11 22:00:00,Auto,QC,46940.08076772047,0.07857660295829763,578,63262.785678077635,0.8641300891812019,0
L00002918,C00002918,2023-03-11 23:00:00,HELOC,ON,18485.978549901876,0.02459381687989414,673,39074.591417247866,0.6182489955370066,1
L00002919,C00002919,2023-03-12 00:00:00,Mortgage,BC,162216.10479172014,0.07628220843954327,619,34502.68018545051,0.5151756549399945,1
L00002920,C00002920,2023-03-12 01:00:00,Mortgage,MB,316431.37181272806,0.041556464718563724,775,35174.43773199214,0.7647628307081318,0
L00002921,C00002921,2023-03-12 02:00:00,Auto,ON,11792.245993048413,0.07648637651528525,631,65371.27525159007,0.9343016022563778,0
L00002922,C00002922,2023-03-12 03:00:00,Auto,BC,37098.167930654694,0.05893035944014681,654,21396.25079551309,0.6972358062991124,0
L00002923,C00002923,2023-03-12 04:00:00,Mortgage,SK,2547652.702122323,0.0734146587469048,722,25536.404855629426,0.8077199719809518,0
L00002924,C00002924,2023-03-12 05:00:00,Mortgage,BC,189760.94744685444,0.06714998150308481,663,28096.859224744567,0.6324799186768673,0
L00002925,C00002925,2023-03-12 06:00:00,Credit Card,ON,207546.4980481859,0.021679864569237612,888,25274.309637795086,0.7127450617022972,0
L00002926,C00002926,2023-03-12 07:00:00,Auto,BC,24672.176221541056,0.023926550139503233,774,29906.157459792412,0.6582335277029405,0
L00002927,C00002927,2023-03-12 08:00:00,Credit Card,QC,12372.78511082813,0.05154467630711264,701,83961.80994358049,0.7347779259910702,0
L00002928,C00002928,2023-03-12 09:00:00,Auto,QC,5473.979899772444,0.027777141190694757,729,91291.55165881875,0.6727207608158539,1
L00002929,C00002929,2023-03-12 10:00:00,Mortgage,AB,297077.6393384303,0.04766205434942909,511,57700.67966024556,0.8431299109105787,1
L00002930,C00002930,2023-03-12 11:00:00,HELOC,BC,10880.127374411859,0.07727781791386805,798,55764.21674800167,0.7568350457380264,0
L00002931,C00002931,2023-03-12 12:00:00,Auto,AB,183648.68395776447,0.03768543725326906,740,32794.32747957313,0.6593501076539753,0
L00002932,C00002932,2023-03-12 13:00:00,Mortgage,QC,540313.233325294,0.04933476282894445,694,14063.585137792857,0.8346527009680785,0
L00002933,C00002933,2023-03-12 14:00:00,HELOC,ON,431954.6465641429,0.043055577804084165,745,53439.79541803198,0.7128425529030256,1
L00002934,C00002934,2023-03-12 15:00:00,Auto,QC,1639946.3517580205,0.057789617854894906,755,58608.901857528515,0.8389357579310543,0
L00002935,C00002935,2023-03-12 16:00:00,Mortgage,QC,203724.41894282034,0.03163069583909353,666,32721.73933388771,0.46019794179879375,0
L00002936,C00002936,2023-03-12 17:00:00,Auto,QC,11764.777027130667,0.035596357408057,730,25702.842791802843,0.8810695206195178,0
L00002937,C00002937,2023-03-12 18:00:00,HELOC,ON,190936.80639344596,0.0715260710818406,783,22832.737740625773,0.8532476526686384,0
L00002938,C00002938,2023-03-12 19:00:00,Credit Card,ON,129257.83184091128,0.06868017343162029,736,54207.87237108019,0.9259756164360583,0
L00002939,C00002939,2023-03-12 20:00:00,Mortgage,ON,73444.55873752515,0.06735138133223842,679,51489.97971089448,0.7737729753676911,1
L00002940,C00002940,2023-03-12 21:00:00,Mortgage,ON,1330840.2914193282,0.06625517655907376,723,100381.55876234878,0.4901571956851282,0
L00002941,C00002941,2023-03-12 22:00:00,Auto,QC,1180326.0142378246,0.04756624960769474,810,30234.35573645403,0.7923435998386753,0
L00002942,C00002942,2023-03-12 23:00:00,Mortgage,ON,234738.12791886716,0.0637334463519325,762,41243.09588463299,0.6032272116550589,0
L00002943,C00002943,2023-03-13 00:00:00,Auto,AB,9648.484493891801,0.04323228907232707,606,49529.33282689121,0.8904350595790173,1
L00002944,C00002944,2023-03-13 01:00:00,Auto,ON,40956.968671676404,0.02604257481136881,746,35245.1973290019,0.900134947979554,0
L00002945,C00002945,2023-03-13 02:00:00,Mortgage,ON,598491.0718342128,0.04360247849893354,736,81097.67298819248,0.5888797258060043,0
L00002946,C00002946,2023-03-13 03:00:00,HELOC,QC,651095.7799781748,0.02951978265367585,793,103041.55746950509,0.8195356594944486,0
L00002947,C00002947,2023-03-13 04:00:00,HELOC,ON,22236.78338199679,0.043451100837950576,702,25251.977507662672,0.7224281576287325,0
L00002948,C00002948,2023-03-13 05:00:00,Mortgage,MB,189098.190537734,0.0378455129217732,670,37240.423062308626,0.5926387366379379,0
L00002949,C00002949,2023-03-13 06:00:00,Credit Card,ON,29554.47006197453,0.0559496400240755,590,108524.68930504078,0.34905867840514854,0
L00002950,C00002950,2023-03-13 07:00:00,Auto,BC,23787.583821394226,0.04169242492990541,644,59509.92481611808,0.9501323754564966,0
L00002951,C00002951,2023-03-13 08:00:00,Auto,AB,3410.5154870599013,0.062335379802750696,796,52592.40937697086,0.8409387236196196,0
L00002952,C00002952,2023-03-13 09:00:00,Auto,QC,146863.94669233976,0.05072880086285896,715,60158.87267214819,0.4002703286388704,0
L00002953,C00002953,2023-03-13 10:00:00,HELOC,ON,420320.1151779552,0.07516953671092398,692,72659.08158327061,0.2946823472397163,0
L00002954,C00002954,2023-03-13 11:00:00,Credit Card,BC,15154.436827331136,0.025461526121023217,803,61913.79405664511,0.5037058467408416,0
L00002955,C00002955,2023-03-13 12:00:00,Auto,QC,5896.748212329793,0.061262551318479935,787,55723.48704712451,0.7654156402557445,0
L00002956,C00002956,2023-03-13 13:00:00,Auto,SK,199780.40435924515,0.06034381265420238,641,49303.23770134648,0.565295358518633,0
L00002957,C00002957,2023-03-13 14:00:00,Auto,MB,5067.677862309605,0.07703759284476204,796,110076.91020622551,0.8417995470618453,0
L00002958,C00002958,2023-03-13 15:00:00,Mortgage,ON,1704461.693868888,0.04229311202261915,567,41782.36188856307,0.9447666928507655,1
L00002959,C00002959,2023-03-13 16:00:00,Auto,SK,15419.794428880841,0.03832627818272974,736,49057.19839824971,0.7508532741433963,0
L00002960,C00002960,2023-03-13 17:00:00,Mortgage,ON,1140708.7504628072,0.03034360665281939,727,124392.36954019734,0.8800942549149725,0
L00002961,C00002961,2023-03-13 18:00:00,Mortgage,ON,226213.38099602598,0.03591731092131761,791,59601.49333874077,0.8989699265177699,0
L00002962,C00002962,2023-03-13 19:00:00,Mortgage,AB,298392.4863382762,0.05011344636530832,730,47100.954999494956,0.5468657534013895,0
L00002963,C00002963,2023-03-13 20:00:00,Credit Card,ON,20729.9206587792,0.07026277771759863,680,71571.19818205574,0.570176943753924,0
L00002964,C00002964,2023-03-13 21:00:00,Auto,ON,101821.1273114802,0.037057196208838475,686,56183.23740317356,0.38696784691215996,1
L00002965,C00002965,2023-03-13 22:00:00,Auto,ON,1566.0808354033275,0.029464526999443436,900,31461.84642993793,0.7559327436211023,0
L00002966,C00002966,2023-03-13 23:00:00,Auto,BC,703363.3326226303,0.03632770826445012,706,56786.90173327987,0.7852028783688894,0
L00002967,C00002967,2023-03-14 00:00:00,HELOC,QC,63924.64192762252,0.026055618501709073,747,30174.112042440713,0.5492679841270981,0
L00002968,C00002968,2023-03-14 01:00:00,Credit Card,QC,8608.892687217558,0.07560172497847976,538,146688.03584563395,0.8021488578544101,1
L00002969,C00002969,2023-03-14 02:00:00,HELOC,ON,13018.568273324168,0.07235744912133484,633,56571.81488714798,0.7778338318012709,1
L00002970,C00002970,2023-03-14 03:00:00,Mortgage,BC,240562.70689290826,0.03850950301910914,741,27919.35776030933,0.5781953011109917,0
L00002971,C00002971,2023-03-14 04:00:00,Mortgage,MB,308286.51965277886,0.034819268955912024,570,38732.00279839961,0.9057311778837739,1
L00002972,C00002972,2023-03-14 05:00:00,Auto,AB,479342.6599722563,0.07432383884389494,743,77323.01685861059,0.6110668759601149,0
L00002973,C00002973,2023-03-14 06:00:00,Auto,ON,21501.666716174695,0.02010631707925736,641,25471.68136769376,0.8355584859780453,1
L00002974,C00002974,2023-03-14 07:00:00,Mortgage,SK,158969.96949105864,0.056034651679480796,617,250766.7762043934,0.6371932136003855,0
L00002975,C00002975,2023-03-14 08:00:00,Mortgage,QC,216560.2479262668,0.07496022565674022,641,20472.71481195017,0.8110197166120461,0
L00002976,C00002976,2023-03-14 09:00:00,Auto,ON,169889.11701641543,0.050513449334381164,822,85424.90189177907,0.7595219259049274,0
L00002977,C00002977,2023-03-14 10:00:00,Mortgage,ON,50955.139698112944,0.020178017575978032,726,36608.45403571952,0.6923921148334804,1
L00002978,C00002978,2023-03-14 11:00:00,Auto,ON,20416.611572256083,0.033132285763109344,627,30172.3197679759,0.34236829797208684,1
L00002979,C00002979,2023-03-14 12:00:00,Credit Card,QC,50450.33158762578,0.07534649563351604,762,67686.30808828562,0.968340979443035,0
L00002980,C00002980,2023-03-14 13:00:00,HELOC,ON,23975.2033538909,0.021021345450789757,766,37332.73157015902,0.6445755104495482,0
L00002981,C00002981,2023-03-14 14:00:00,Mortgage,QC,199430.05435639076,0.04368678596379208,669,127380.21483311872,0.7943277276052692,1
L00002982,C00002982,2023-03-14 15:00:00,Auto,ON,170697.65533414946,0.06738468357997869,776,21146.398261389404,0.7204058635772193,0
L00002983,C00002983,2023-03-14 16:00:00,Auto,MB,5008.7754828748,0.07028545962110021,780,68690.56173656843,0.8792362137746678,1
L00002984,C00002984,2023-03-14 17:00:00,HELOC,ON,316176.96580544073,0.0486564759577202,768,41558.879750240245,0.6432859157929642,0
L00002985,C00002985,2023-03-14 18:00:00,Credit Card,MB,10842.477641648004,0.03394902510397115,646,58557.668436019616,0.5599797817165509,1
L00002986,C00002986,2023-03-14 19:00:00,Mortgage,SK,168424.82304539892,0.055982283061169535,605,66733.13591534662,0.8510713548697921,1
L00002987,C00002987,2023-03-14 20:00:00,HELOC,ON,386896.65207615495,0.035826681893438087,564,17344.467993417475,0.8595864473459748,0
L00002988,C00002988,2023-03-14 21:00:00,Auto,BC,97930.62286226888,0.03531585547975498,647,56410.1417651068,0.8527160238060116,0
L00002989,C00002989,2023-03-14 22:00:00,Auto,ON,99637.60398765893,0.06845598580382078,670,94224.1725662196,0.7521047155404104,0
L00002990,C00002990,2023-03-14 23:00:00,Mortgage,MB,178278.58292351567,0.029255950117796786,677,64850.00570858118,0.5128993475089187,0
L00002991,C00002991,2023-03-15 00:00:00,Auto,QC,12504.840599187206,0.02033128870411945,696,39290.48673212079,0.8379363520181725,0
L00002992,C00002992,2023-03-15 01:00:00,HELOC,ON,245704.43160656758,0.04020651302035094,838,20988.230199015146,0.6316652849468295,0
L00002993,C00002993,2023-03-15 02:00:00,Mortgage,ON,492052.35473847506,0.0494584372997018,672,66487.56571224437,0.9099226782751981,1
L00002994,C00002994,2023-03-15 03:00:00,Mortgage,BC,232764.2219438418,0.06230482351371942,696,151095.03750061945,0.5251942363123504,0
L00002995,C00002995,2023-03-15 04:00:00,Auto,SK,254212.77103508974,0.06686691545625731,554,72920.23207183919,0.8988214388804822,1
L00002996,C00002996,2023-03-15 05:00:00,Mortgage,QC,796481.7716611276,0.0598111526680178,878,98187.22068441691,0.6599673295711166,0
L00002997,C00002997,2023-03-15 06:00:00,Mortgage,MB,181415.61292729535,0.05759053281901559,594,85803.06810735622,0.9148202950791209,0
L00002998,C00002998,2023-03-15 07:00:00,Mortgage,ON,136075.87544228986,0.059944923339166095,643,38721.59296756632,0.632635462967564,1
L00002999,C00002999,2023-03-15 08:00:00,Auto,ON,59633.41863150912,0.03629159105486594,755,51755.852572346266,0.5183744810919585,0
L00003000,C00003000,2023-03-15 09:00:00,Auto,SK,27511.14714319033,0.04294167937787407,719,82546.24131578064,0.7276938003013999,0
L00003001,C00003001,2023-03-15 10:00:00,Auto,ON,25089.814044762592,0.056986190059973865,831,18999.499387221884,0.7323698623792328,0
L00003002,C00003002,2023-03-15 11:00:00,Mortgage,SK,400577.6644255189,0.023934239621238373,757,72478.5423540366,0.7784852654087155,0
L00003003,C00003003,2023-03-15 12:00:00,Auto,ON,123500.13634553149,0.03771952100407134,693,104333.80410216982,0.8354783573291185,0
L00003004,C00003004,2023-03-15 13:00:00,HELOC,ON,21977.538043075798,0.04438513668545918,783,47533.2355642921,0.6719146443709885,0
L00003005,C00003005,2023-03-15 14:00:00,Auto,QC,256047.16166568093,0.05200644097123616,792,79890.47166116947,0.6588556549733512,0
L00003006,C00003006,2023-03-15 15:00:00,Credit Card,SK,42751.83671835507,0.04918892644165766,647,35149.89759389648,0.5345700410552777,1
L00003007,C00003007,2023-03-15 16:00:00,Mortgage,SK,116264.02120862632,0.06308791268923962,777,50158.36573362252,0.8699924704827107,0
L00003008,C00003008,2023-03-15 17:00:00,Auto,ON,41909.97635682602,0.048405600524987664,682,41611.53097034255,0.6553423621699542,1
